일자,요일,본사정원수,실질정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,Month,Date,Season,New_lunch,New_dinner,lunch_rice,lunch_soup,lunch_main,dinner_rice,dinner_soup,dinner_main,평균기온(°C),일강수량(mm),평균 상대습도(%),휴일,휴일 전
2018-07-24,화,2704,2271,201,232,392,0,886,526,7,24,여름,0,0,밥,우거지해장국,삼치양념구이,김치볶음밥,유부장국,탄두리치킨,28.8,0.0,71.8,0,0
2018-07-25,수,2704,2222,226,256,1,0,760,0,7,25,여름,0,0,밥,쇠고기샤브국,유린기,None,None,None,29.4,0.0,69.0,0,0
2018-07-26,목,2704,2167,272,265,299,0,714,484,7,26,여름,0,0,밥,오이지냉국,매운돼지갈비찜,멸치주먹밥,우동,표고버섯탕수육,30.6,0.0,62.6,0,0
2018-07-27,금,2704,2030,403,271,59,0,589,388,7,27,여름,0,0,밥,닭곰탕,주꾸미떡볶음,밥,차돌박이찌개,쇠고기장조림,30.0,0.4,71.1,0,1
2018-07-30,월,2704,2024,487,193,401,0,944,436,7,30,여름,0,0,밥,근대국,닭갈비,밥,호박젓국찌개,장어강정,28.1,4.9,71.0,0,0
2018-07-31,화,2704,2043,433,228,287,0,789,494,7,31,여름,0,0,밥,콩나물국,짬뽕불고기,김밥볶음밥,꼬치어묵탕,케이준샐러드,28.4,0.0,65.1,0,0
2018-08-01,수,2996,2298,489,209,0,0,820,395,8,1,여름,0,0,카레덮밥,가쯔오장국,떡갈비조림,밥,쇠고기무국,꽁치김치말이,29.1,0.0,62.4,0,0
2018-08-02,목,2996,2219,548,229,209,0,631,425,8,2,여름,0,0,밥,돈육김치찌개,갈치양념조림,야채주먹밥,잔치국수,훈제오리냉채,29.4,0.0,61.9,0,0
2018-08-03,금,2996,2089,665,242,34,0,540,367,8,3,여름,0,0,밥,연두부탕,닭오븐구이,밥,콩가루배추국,언양식불고기,28.9,0.0,67.4,0,1
2018-08-06,월,2996,2334,504,158,333,0,1092,522,8,6,여름,0,0,밥,콩나물김치국,소불고기,밥,어묵국,닭볶음탕,30.0,0.0,66.8,0,0
2018-08-07,화,2996,2321,469,206,366,0,773,534,8,7,여름,0,0,밥,얼갈이된장국,오징어볶음,목살필라프,미니우동,생선까스*탈탈소스,28.4,0.1,73.9,0,0
2018-08-08,수,2996,2291,470,235,0,0,896,421,8,8,여름,0,0,열무보리비빔밥,맑은국,깐풍육,밥,육개장,고추잡채*꽃빵,27.9,3.5,77.5,0,0
2018-08-09,목,2996,2278,491,227,271,0,821,509,8,9,여름,0,0,밥,미역오이냉국,돈육장조림,밥,옛날돈까스,미소장국,28.8,0.0,75.1,0,0
2018-08-10,금,2996,2180,562,254,30,0,548,467,8,10,여름,0,0,밥,된장찌개,굴비구이,밥,시래기국,돈삼겹보쌈,27.1,1.6,81.9,0,1
2018-08-13,월,2996,2237,575,184,297,0,930,465,8,13,여름,0,0,밥,들깨버섯국,제육볶음,밥,콩나물국,닭데리야끼구이,29.2,0.0,67.1,0,0
2018-08-14,화,2996,2228,551,217,153,0,772,393,8,14,여름,0,0,밥,차돌박이된장찌개,해물누룽지탕,곤드레밥*강된장,맑은국,후르츠탕수육,29.1,0.0,65.0,1,1
2018-08-16,목,2996,2287,481,228,228,0,789,488,8,16,여름,0,0,밥,닭개장,동태포전,충무김밥,콩국수,오징어초무침,25.6,29.7,80.9,0,0
2018-08-17,금,2996,2221,530,245,30,0,646,482,8,17,여름,0,0,밥,알탕,쇠고기단호박조림,밥,부대찌개,등갈비바베큐조림,24.2,0.0,60.1,0,1
2018-08-20,월,2996,2586,204,206,475,0,1199,563,8,20,여름,0,0,밥,시금치된장국,훈제오리구이,밥,호박새우젓국,매운닭찜,24.8,0.0,68.5,0,0
2018-08-21,화,2996,2591,168,237,355,0,972,629,8,21,여름,0,0,밥,미역국,소고기불고기,투움바스파게티,가쯔오국,함박스테이크,26.6,0.0,65.5,0,0
2018-08-22,수,2996,2611,147,238,0,0,1000,536,8,22,여름,0,0,비빔밥,미소장국,해물까스,밥,시래기국,양념갈비찜,28.9,0.0,62.4,0,0
2018-08-23,목,2996,2601,132,263,289,0,835,577,8,23,여름,0,0,밥,된장찌개,꽁치레몬구이,멸치주먹밥,나가사끼짬뽕,새우또띠아,26.4,17.7,79.5,0,0
2018-08-24,금,2996,2493,219,284,46,0,678,529,8,24,여름,0,0,밥,우무묵냉국,마늘치킨,밥,어묵국,오징어볶음,27.8,5.4,66.5,0,1
2018-08-27,월,2996,2632,138,226,492,0,1221,560,8,27,여름,0,0,밥,배추된장국,돈육간장불고기,밥,차돌박이찌개,코다리조림,23.7,46.0,92.4,0,0
2018-08-28,화,2996,2649,104,243,376,0,873,593,8,28,여름,0,0,밥,쇠고기샤브국,탕수어,볶음밥*짜장소스,맑은국,깐풍기,26.1,0.1,81.5,0,0
2018-08-29,수,2996,2635,103,258,0,0,915,0,8,29,여름,0,0,콩나물밥,팽이장국,치킨핑거,None,None,None,26.4,0.0,76.6,0,0
2018-08-30,목,2996,2626,106,264,304,0,849,556,8,30,여름,0,0,밥,근대국,모듬장조림,오므라이스,미역장국,모듬튀김*칠리소스,26.6,6.0,79.3,0,0
2018-08-31,금,2996,2491,216,289,70,0,817,424,8,31,여름,0,0,밥,조랭이떡국,소고기낙지볶음,밥,황태국,유자청제육볶음,24.3,31.6,85.9,0,1
2018-09-03,월,2763,2408,122,233,393,0,1213,577,9,3,가을,0,0,밥,콩나물국,버섯불고기,밥,돈육김치찌개,유산슬,23.4,58.1,87.9,0,0
2018-09-04,화,2763,2410,91,262,404,0,938,604,9,4,가을,0,0,밥,들깨시래기국,동파삼겹수육,닭갈비볶음밥,가쯔오장국,크림카레우동,24.2,33.3,67.6,0,0
2018-09-05,수,2763,2401,93,269,0,0,829,425,9,5,가을,0,0,김치제육덮밥,맑은국,샐러드파스타,밥,육개장,고등어구이,22.4,0.0,68.3,0,0
2018-09-06,목,2763,2374,106,283,280,0,830,538,9,6,가을,0,0,밥,꽃게탕,간장찜닭,꼬마김밥*겨자장,잔치국수,돈육강정,22.0,0.0,77.6,0,0
2018-09-07,금,2763,2296,164,303,56,0,581,467,9,7,가을,0,0,밥,미역국,매운주꾸미볶음,밥,콩비지찌개,생선까스*칠리소스,21.1,3.7,81.5,0,1
2018-09-10,월,2763,2421,99,243,343,0,1144,535,9,10,가을,0,0,밥,연두부국,돈육고추장불고기,밥,청국장찌개,가자미튀김,20.3,0.0,62.8,0,0
2018-09-11,화,2763,2424,67,272,370,0,960,570,9,11,가을,0,0,밥,쇠고기미역국,닭매운찜,김밥,김치말이국수,떡볶이,19.5,0.0,63.3,0,0
2018-09-12,수,2763,2390,73,300,0,0,805,435,9,12,가을,0,0,소불고기덮밥,가쯔오장국,오징어튀김,밥,매운쇠고기국,유린기,22.0,0.0,70.0,0,0
2018-09-13,목,2763,2390,67,306,297,0,882,571,9,13,가을,0,0,밥,시래기국,등갈비김치찜,밥,크림스프,수제돈까스*칠리소스,20.7,10.2,84.6,0,0
2018-09-14,금,2763,2276,174,313,132,0,405,375,9,14,가을,0,0,밥,고추장찌개,언양식불고기,밥,도토리묵냉국,해물누룽지탕,21.4,24.7,89.0,0,1
2018-09-17,월,2763,2420,91,252,465,0,1189,522,9,17,가을,0,0,밥,어묵국,돈육굴소스볶음,밥,들깨버섯국,오징어볶음,23.1,0.0,75.4,0,0
2018-09-18,화,2763,2407,67,289,446,0,946,597,9,18,가을,0,0,밥,닭개장,류산슬,유부초밥,우동,순대야채볶음,22.8,0.0,72.0,0,0
2018-09-19,수,2763,2398,77,288,0,0,833,0,9,19,가을,0,0,카레덮밥,유부장국,감자프리타타,None,None,None,20.6,0.2,78.1,0,0
2018-09-20,목,2763,2393,93,277,385,0,817,468,9,20,가을,0,0,밥,꽃게탕,소고기장조림,김치볶음밥/계란,유부주머니국,해물까스*탈탈소스,20.3,10.1,89.3,0,0
2018-09-21,금,2763,2262,260,241,51,0,929,247,9,21,가을,0,0,밥,아욱된장국,돼지갈비찜/잡채,밥,시금치된장국,미니채소떡갈비,19.4,18.3,89.8,0,1
2018-10-08,월,2805,2148,424,233,216,0,895,442,10,8,가을,0,0,밥,어묵탕,돈육고추장불고기,밥,참치김치찌개,안동찜닭,15.5,0.0,62.3,1,1
2018-10-10,수,2805,2493,80,232,1044,0,1319,751,10,10,가을,0,0,곤드레밥*강된장,맑은국,돈육강정,밥,쇠고기샤브국,가자미양념찜,15.0,0.0,60.0,0,0
2018-10-11,목,2805,2498,67,240,430,0,1211,743,10,11,가을,0,0,밥,들깨버섯국,오징어볶음,김치주먹밥,우동,타코야끼,12.0,0.0,47.8,0,0
2018-10-12,금,2805,2325,192,288,28,0,622,467,10,12,가을,0,0,밥,설렁탕,김치전,밥,호박젓국찌개,장어강정,9.9,0.0,66.1,0,1
2018-10-15,월,2805,2461,101,243,268,0,1235,533,10,15,가을,0,0,밥,열무된장국,버섯불고기,밥,동태찌개,쇠고기장조림,14.3,0.0,71.9,0,0
2018-10-16,화,2805,2469,63,273,315,0,928,570,10,16,가을,0,0,밥,매운소고기무국,조기구이,해물굴소스볶음밥,가쯔오장국,닭오븐구이,11.8,0.0,80.0,0,0
2018-10-17,수,2805,2443,68,294,0,0,761,422,10,17,가을,0,0,콩나물밥,유부장국,생선가스*칠리소스,밥,차돌박이된장찌개,꽁치구이,12.3,0.0,73.1,0,0
2018-10-18,목,2805,2432,74,299,175,0,857,532,10,18,가을,0,0,밥,감자국,김치제육볶음,유부초밥,짬뽕,탕수육,12.4,0.0,60.8,0,0
2018-10-19,금,2805,2295,207,303,40,0,627,430,10,19,가을,0,0,밥,오징어국,닭갈비,밥,닭곰탕,류산슬,0.0,0.0,0.0,0,1
2018-10-22,월,2805,2428,141,236,290,0,1176,498,10,22,가을,0,0,밥,고추장찌개,돈육간장불고기,밥,옹심이만두국,코다리조림,12.6,0.0,75.0,0,0
2018-10-23,화,2805,2455,73,277,243,0,902,446,10,23,가을,0,0,밥,콩비지찌개,닭볶음탕,볶음밥*짜장소스,맑은국,탕수어,13.8,0.0,77.4,0,0
2018-10-24,수,2805,2424,82,299,1,0,777,464,10,24,가을,0,0,밥,콩나물국,등갈비김치찜,밥,대구찌개,언양식불고기,11.8,0.0,71.4,0,0
2018-10-25,목,2805,2380,110,315,158,0,722,469,10,25,가을,0,0,밥,얼갈이국,쇠고기낙지볶음,야채주먹밥,김치우동,깐풍기,11.3,0.0,69.4,0,0
2018-10-26,금,2805,2234,263,308,25,0,528,370,10,26,가을,0,0,밥,근대국,오징어볶음,밥,육개장,가자미카레튀김,12.4,0.9,86.0,0,1
2018-10-29,월,2805,2400,155,250,316,0,1156,596,10,29,가을,0,0,밥,황태국,소불고기,밥,해물된장찌개,짬뽕불고기,10.4,0.1,75.8,0,0
2018-10-30,화,2805,2416,89,300,206,0,932,449,10,30,가을,0,0,밥,어묵국,동파삼겹수육,밥,부대찌개,갈치구이,8.1,0.0,65.0,0,0
2018-10-31,수,2805,2388,111,306,0,0,930,0,10,31,가을,0,0,밥,콩나물국,수제돈가스,None,None,None,8.1,0.0,68.8,0,0
2018-11-01,목,2815,2427,89,299,172,0,703,483,11,1,가을,0,0,밥,시래기국,마늘간장치킨,목살필라프,가쯔오장국,로제스파게티,6.8,0.0,68.8,0,0
2018-11-02,금,2815,2305,211,299,43,0,539,434,11,2,가을,0,0,밥,배추된장국,훈제오리구이,밥,순두부찌개,해물누룽지탕,7.6,0.0,64.4,0,1
2018-11-05,월,2815,2463,104,248,391,0,1088,542,11,5,가을,0,0,밥,쇠고기샤브국,오징어볶음,밥,감자국,돈육간장불고기,9.7,0.0,69.6,0,0
2018-11-06,화,2815,2477,69,269,393,0,813,540,11,6,가을,0,0,밥,매운콩나물국,닭데리야끼구이,참치회덮밥,미소장국,쇠고기퀘사디아,10.9,0.0,74.9,0,0
2018-11-07,수,2815,2448,68,299,0,0,860,379,11,7,가을,0,0,곤드레밥*강된장,맑은국,사천식탕수육,밥,된장찌개,해물청경채볶음,12.8,0.5,82.3,0,0
2018-11-08,목,2815,2458,72,285,305,0,926,443,11,8,가을,0,0,밥,미역국,닭갈비,밥,뼈감자탕,해물까스*탈탈소스,14.0,19.5,88.6,0,0
2018-11-09,금,2815,2328,185,302,38,0,496,454,11,9,가을,0,0,밥,육개장,고등어구이,밥,콩비지찌개,쇠고기장조림,12.7,0.0,62.4,0,1
2018-11-12,월,2815,2464,123,228,401,0,1154,574,11,12,가을,0,0,밥,순두부찌개,소고기불고기,밥,차돌박이찌개,유린기,10.6,1.5,75.4,0,0
2018-11-13,화,2815,2444,91,280,328,0,783,468,11,13,가을,0,0,밥,청국장찌개,돈육강정,통새우김밥,미니짬뽕,고구마그라탕,9.5,0.0,77.0,0,0
2018-11-14,수,2815,2463,89,263,0,0,800,391,11,14,가을,0,0,콩나물밥*양념장,팽이장국,치킨핑거*요거트드레싱,밥,시금치된장국,매운돼지갈비찜,8.9,0.0,75.5,0,0
2018-11-15,목,2815,2386,147,282,291,0,747,540,11,15,가을,0,0,밥,아욱국,유자청제육볶음,볶음밥*짜장소스,유부장국,닭오븐구이,8.7,0.0,74.9,0,0
2018-11-16,금,2815,2269,251,295,59,0,616,435,11,16,가을,0,0,밥,알탕,언양식불고기,밥,콩가루배추국,미트볼케찹조림,8.6,1.0,87.0,0,1
2018-11-19,월,2815,2467,118,230,416,0,1124,442,11,19,가을,0,0,밥,꽃게탕,돈육굴소스볶음,밥,닭개장,코다리양념조림,7.1,0.0,62.6,0,0
2018-11-20,화,2815,2467,70,278,344,0,740,485,11,20,가을,0,0,밥,들깨시래기국,주꾸미볶음,김치볶음밥/계란,가쯔오장국,탄두리치킨,5.6,0.0,60.3,0,0
2018-11-21,수,2815,2444,81,290,0,0,832,411,11,21,가을,0,0,카레덮밥,맑은국,새우까스*탈탈소스,밥,열무된장국,삼겹살구이,5.9,0.0,63.4,0,0
2018-11-22,목,2815,2448,80,287,325,0,718,436,11,22,가을,0,0,밥,콩나물국,닭볶음탕,멸치주먹밥,해물수제비,양장피잡채,5.4,0.0,42.0,0,0
2018-11-23,금,2815,2288,222,305,57,0,527,363,11,23,가을,0,0,밥,근대국,버섯불고기,밥,고추장찌개,돈육장조림,2.8,0.0,56.1,0,1
2018-11-26,월,2815,2493,107,215,447,0,1077,476,11,26,가을,0,0,밥,얼갈이국,닭갈비,밥,부대찌개,굴비구이,5.2,0.0,77.3,0,0
2018-11-27,화,2815,2491,60,264,418,0,839,529,11,27,가을,0,0,밥,배추된장국,짬뽕불고기,참치주먹밥,잔치국수,돈육강정,6.6,0.0,73.4,0,0
2018-11-28,수,2815,2448,69,298,1,0,862,0,11,28,가을,0,0,나물비빔밥,가쯔오장국,오징어튀김,None,None,None,5.9,0.0,58.1,0,0
2018-11-29,목,2815,2436,86,293,354,0,794,454,11,29,가을,0,0,밥,두부김치국,레몬탕수육,밥,연두부탕,미니함박조림,5.0,0.0,53.1,0,0
2018-11-30,금,2815,2305,196,314,60,0,543,362,11,30,가을,0,0,밥,매운버섯국,해물누룽지탕,밥,어묵국,깐풍기,5.7,0.0,67.9,0,1
2018-12-03,월,2846,2579,80,187,798,0,1248,544,12,3,겨울,0,0,밥,미역국,쇠고기낙지볶음,밥,된장찌개,돈육간장불고기,12.8,9.5,90.9,0,0
2018-12-04,화,2846,2536,64,246,802,0,911,617,12,4,겨울,0,0,밥,차돌박이찌개,유린기,토마토스파게티,옥수수스프,굴소스볶음밥,13.3,12.0,68.0,0,0
2018-12-05,수,2846,2505,87,254,0,0,885,414,12,5,겨울,0,0,단호박영양밥,유부장국,언양식불고기,밥,육개장,삼치구이,7.3,0.0,41.1,0,0
2018-12-06,목,2846,2490,90,266,589,0,765,515,12,6,겨울,0,0,밥,콩나물국,오리불고기,빠에야,쌀국수,웨지감자,5.8,2.5,69.4,0,0
2018-12-07,금,2846,2364,182,300,83,0,674,353,12,7,겨울,0,0,밥,떡만두국,쇠고기모듬장조림,밥,쇠고기샤브국,오징어볶음,0.2,0.0,33.8,0,1
2018-12-10,월,2846,2544,98,204,863,0,1201,597,12,10,겨울,0,0,밥,아욱국,제육볶음,밥,순두부찌개,미트볼케찹조림,-1.7,0.0,42.1,0,0
2018-12-11,화,2846,2527,69,250,716,0,883,569,12,11,겨울,0,0,밥,시금치국,등갈비김치찜,생선초밥,우동,떡볶이,2.0,1.5,78.1,0,0
2018-12-12,수,2846,2509,75,262,0,0,788,354,12,12,겨울,0,0,콩나물밥*양념장,가쯔오국,가자미튀김,밥,오징어국,양념치킨,1.2,0.0,51.3,0,0
2018-12-13,목,2846,2528,65,253,652,0,765,475,12,13,겨울,0,0,밥,매운어묵국,동파삼겹수육,짜장밥,계란국,사천식탕수육,0.8,0.0,54.4,0,0
2018-12-14,금,2846,2409,160,277,113,0,664,411,12,14,겨울,0,0,밥,동태찌개,치즈함박스테이크,밥,김치찌개,안동찜닭,-0.1,0.0,44.9,0,1
2018-12-17,월,2846,2555,90,201,602,0,1170,421,12,17,겨울,0,0,밥,콩나물국,짬뽕불고기,밥,된장찌개,주꾸미볶음,2.2,0.0,72.3,0,0
2018-12-18,화,2846,2516,87,243,525,0,813,432,12,18,겨울,0,0,밥,연두부탕,닭볶음탕,충무김밥,김치말이국수,오징어초무침,1.5,0.0,68.5,0,0
2018-12-19,수,2846,2504,86,256,0,0,710,390,12,19,겨울,0,0,곤드레밥*강된장,팽이장국,탕수어,밥,콩비지찌개,고등어구이,4.6,0.0,64.6,0,0
2018-12-20,목,2846,2498,106,242,235,0,784,373,12,20,겨울,0,0,밥,근대국,돼지갈비찜,밥,옛날돈까스,크림스프,4.4,0.0,74.9,0,0
2018-12-21,금,2846,2410,175,261,163,0,456,456,12,21,겨울,0,0,밥,닭개장,갈치양념조림,밥,쇠고기미역국,생선까스*탈탈소스,4.8,0.0,78.5,0,1
2018-12-24,월,2846,1793,894,159,26,0,296,104,12,24,겨울,0,0,밥,열무된장국,훈제오리구이,밥,민물새우찌개,닭갈비,1.0,0.0,46.4,1,1
2018-12-26,수,2846,2421,184,241,0,0,695,0,12,26,겨울,0,0,밥,아욱국,돈육굴소스볶음,None,None,None,5.3,0.0,33.4,0,0
2018-12-27,목,2846,2411,182,253,132,0,517,251,12,27,겨울,0,0,밥,순두부찌개,오징어볶음,김밥볶음밥,짬뽕,깐풍기,-0.6,0.0,16.5,0,0
2018-12-28,금,2846,2267,315,264,18,0,491,406,12,28,겨울,0,0,밥,고추장찌개,버섯불고기,밥,육개장,코다리조림,-3.8,0.0,28.3,0,1
2018-12-31,월,2846,1629,1085,132,28,0,332,135,12,31,겨울,0,0,밥,콩나물국,돈육고추장불고기,밥,들깨시래기국,훈제오리볶음,-1.2,0.0,37.1,1,1
2019-01-02,수,2985,2748,108,129,0,0,1201,407,1,2,겨울,0,0,밥,떡국,소갈비찜,밥,부대찌개,마늘간장치킨,-0.6,0.0,48.8,0,0
2019-01-03,목,2985,2658,120,207,444,0,858,494,1,3,겨울,0,0,밥,차돌박이찌개,안동찜닭,새우볶음밥,우동,깐풍육,-1.8,0.0,50.0,0,0
2019-01-04,금,2985,2533,218,234,65,0,668,482,1,4,겨울,0,0,밥,두부김치국,언양식불고기,밥,북어계란국,미트볼떡조림,-0.4,0.0,45.8,0,1
2019-01-07,월,2985,2661,113,211,439,0,1072,407,1,7,겨울,0,0,밥,시래기국,쇠고기숙주볶음,밥,미역국,매운돼지갈비찜,0.1,0.0,44.0,0,0
2019-01-08,화,2985,2664,98,223,444,0,839,417,1,8,겨울,0,0,밥,콩나물국,치즈함박스테이크,멸치주먹밥,잔치국수,유린기,0.8,0.0,44.0,0,0
2019-01-09,수,2985,2675,85,225,0,0,778,335,1,9,겨울,0,0,비빔밥,맑은국,치킨핑거*요거트소스,밥,닭곰탕,오징어볶음,-0.4,0.0,38.8,0,0
2019-01-10,목,2985,2648,94,243,363,0,767,475,1,10,겨울,0,0,밥,육개장,탕수육,닭갈비볶음밥,가쯔오국,크림카레우동,2.5,0.0,47.4,0,0
2019-01-11,금,2985,2557,177,251,1,0,627,430,1,11,겨울,0,0,밥,꽃게탕,고추잡채*꽃빵,밥,해물순두부찌개,닭데리야끼구이,2.4,0.0,64.1,0,1
2019-01-14,월,2985,2700,99,186,487,0,1163,573,1,14,겨울,0,0,밥,알탕,돈육굴소스볶음,밥,김치찌개,굴비구이,1.2,0.0,65.9,0,0
2019-01-15,화,2985,2691,71,223,417,0,963,569,1,15,겨울,0,0,밥,어묵국,등갈비김치말이,목살필라프,팽이가쯔오장국,로제파스타,2.2,0.0,55.9,0,0
2019-01-16,수,2985,2677,80,228,0,0,1021,356,1,16,겨울,0,0,짜장덮밥,맑은국,유산슬,밥,된장찌개,돈육장조림,-0.8,0.0,30.1,0,0
2019-01-17,목,2985,2667,71,247,326,0,837,515,1,17,겨울,0,0,밥,봄동된장국,쇠고기낙지볶음,오므라이스,미역장국,모듬튀김*칠리소스,0.0,0.0,51.5,0,0
2019-01-18,금,2985,2513,196,276,1,0,585,386,1,18,겨울,0,0,밥,콩나물김치국,순살파닭,밥,닭개장,해물청경채볶음,0.7,0.0,56.6,0,1
2019-01-21,월,2985,2672,114,199,468,0,1270,579,1,21,겨울,0,0,밥,고추장찌개,버섯불고기,밥,차돌박이찌개,주꾸미볶음,-0.5,0.0,55.1,0,0
2019-01-22,화,2985,2682,73,230,436,0,889,564,1,22,겨울,0,0,밥,배추된장국,닭볶음탕,참치회덮밥,미소장국,또띠아피자,0.5,0.0,62.3,0,0
2019-01-23,수,2985,2675,86,224,0,0,958,392,1,23,겨울,0,0,콩나물밥,맑은국,생선까스*탈탈소스,밥,아욱국,돈육강정,1.7,0.0,55.8,0,0
2019-01-24,목,2985,2653,91,241,401,0,827,520,1,24,겨울,0,0,밥,얼갈이국,누룽지탕수육,김치주먹밥,쌀국수,국물떡볶이,0.8,0.0,50.9,0,0
2019-01-25,금,2985,2532,186,267,1,0,667,431,1,25,겨울,0,0,밥,수제비국,짬뽕불고기,밥,콩비지찌개,닭갈비,0.4,0.0,45.1,0,1
2019-01-28,월,2985,2688,94,203,426,0,1140,511,1,28,겨울,0,0,밥,된장찌개,김치제육볶음,밥,배추된장국,양념갈비찜,1.7,0.0,44.9,0,0
2019-01-29,화,2985,2705,61,219,385,0,968,278,1,29,겨울,0,0,밥,새알만두국,양파치킨,김밥,나가사끼짬뽕,순대야채볶음,0.1,0.0,49.5,0,0
2019-01-30,수,2985,2693,66,226,1,0,679,0,1,30,겨울,0,0,카레덮밥,유부장국,새우까스*칠리소스,None,None,None,3.8,0.0,46.5,0,0
2019-01-31,목,2985,2671,96,218,325,0,765,524,1,31,겨울,0,0,밥,청국장찌개,갈치구이,밥,옛날왕돈까스,옥수수스프,0.7,9.5,71.6,0,0
2019-02-01,금,2806,2343,283,180,2,0,804,171,2,1,겨울,0,0,밥,시금치국,동파삼겹수육,밥,참치김치찌개,소고기모듬장조림,-1.0,0.0,59.5,1,1
2019-02-07,목,2806,2313,392,101,447,0,1144,553,2,7,겨울,0,0,밥,열무된장국,훈제오리구이,밥,연두부탕,양념치킨,5.2,0.0,45.9,0,0
2019-02-08,금,2806,2243,373,190,3,0,970,532,2,8,겨울,0,0,밥,황태국,제육볶음,밥,쇠고기국,해물누룽지탕,1.7,0.0,23.9,0,1
2019-02-11,월,2806,2580,67,159,758,0,1459,772,2,11,겨울,0,0,밥,어묵국,소불고기,밥,된장찌개,닭볶음탕,1.1,0.0,34.4,0,0
2019-02-12,화,2806,2515,51,240,648,0,1102,649,2,12,겨울,0,0,밥,순두부찌개,돈육장조림,볶음밥*짜장소스,가쯔오장국,사천식탕수육,0.9,0.0,48.0,0,0
2019-02-13,수,2806,2514,61,231,0,0,1044,497,2,13,겨울,0,0,낙지비빔밥,맑은국,메추리알조림,밥,근대국,돈육간장볶음,3.2,0.0,34.1,0,0
2019-02-14,목,2806,2494,73,239,605,0,963,578,2,14,겨울,0,0,밥,꽃게탕,미니채소떡갈비,참치주먹밥,우동,케이준샐러드,2.5,0.0,37.0,0,0
2019-02-15,금,2806,2369,159,278,1,0,682,450,2,15,겨울,0,0,밥,봄동된장국,오징어볶음,밥,육개장,탕수어,4.1,0.0,52.3,0,1
2019-02-18,월,2806,2507,104,195,728,0,1314,678,2,18,겨울,0,0,밥,콩비지찌개,치즈함박스테이크,밥,얼갈이국,돈육굴소스볶음,2.3,0.0,44.0,0,0
2019-02-19,화,2806,2516,62,228,663,0,1052,653,2,19,겨울,0,0,밥,차돌박이찌개,굴비구이,김치볶음밥/계란,가쯔오장국,탄두리치킨,4.2,29.0,85.9,0,0
2019-02-20,수,2806,2500,65,241,0,0,1005,472,2,20,겨울,0,0,곤드레밥*양념장,맑은국,치킨핑거,밥,매운버섯국,가자미튀김,4.5,0.0,58.5,0,0
2019-02-21,목,2806,2456,81,269,540,0,955,620,2,21,겨울,0,0,밥,아욱국,돼지갈비찜,목살필라프,미니잔치국수,생선까스*칠리소스,4.0,0.0,57.8,0,0
2019-02-22,금,2806,2327,178,301,1,0,631,478,2,22,겨울,0,0,밥,돈육김치찌개,언양식불고기,밥,오징어국,닭갈비,4.2,0.0,64.0,0,1
2019-02-25,월,2806,2470,122,214,752,0,1299,645,2,25,겨울,0,0,밥,고추장찌개,버섯불고기,밥,콩나물국,류산슬,6.9,0.0,56.0,0,0
2019-02-26,화,2806,2458,109,239,644,0,924,566,2,26,겨울,0,0,밥,쇠고기미역국,미트볼칠리조림,유부초밥,짬뽕,깐풍기,6.6,0.0,49.4,0,0
2019-02-27,수,2806,2432,100,274,0,0,944,0,2,27,겨울,0,0,비빔밥,유부장국,오징어튀김,None,None,None,7.9,0.5,67.8,0,0
2019-02-28,목,2806,2281,254,271,116,0,772,464,2,28,겨울,0,0,밥,콩가루배추된장국,돈삼겹보쌈,밥,소고기무국,주꾸미볶음,8.5,0.5,64.6,1,1
2019-03-04,월,2836,2451,213,172,708,0,1274,658,3,4,봄,0,0,밥,해물된장찌개,돈육간장불고기,밥,김치순두부찌개,소고기장조림,10.2,0.0,63.4,0,0
2019-03-05,화,2836,2539,67,230,736,0,940,646,3,5,봄,0,0,밥,육개장,고추잡채*꽃빵,김밥,미니우동,떡볶이,8.9,0.0,65.8,0,0
2019-03-06,수,2836,2542,56,238,0,0,1061,443,3,6,봄,0,0,콩나물밥,미역장국,코다리강정,밥,쇠고기샤브국,오징어볶음,9.2,2.0,80.5,0,0
2019-03-07,목,2836,2526,45,265,589,0,845,637,3,7,봄,0,0,밥,북어해장국,소고기낙지볶음,볶음밥,단호박스프,로제스파게티,7.5,0.0,62.8,0,0
2019-03-08,금,2836,2406,130,300,4,0,663,542,3,8,봄,0,0,밥,차돌박이찌개,해물누룽지탕,밥,시금치국,수원왕갈비통닭,6.7,0.0,65.8,0,1
2019-03-11,월,2836,2550,81,205,690,0,1277,707,3,11,봄,0,0,밥,어묵국,쇠고기숙주볶음,밥,된장찌개,유자청제육볶음,6.8,0.0,79.9,0,0
2019-03-12,화,2836,2533,59,244,642,0,956,653,3,12,봄,0,0,밥,쑥국,안동찜닭,오므라이스,미소장국,모듬튀김*칠리소스,6.9,0.0,65.9,0,0
2019-03-13,수,2836,2531,61,244,0,0,953,442,3,13,봄,0,0,카레덮밥,가쯔오장국,고구마치즈구이,밥,수제비국,순살파닭,4.5,0.0,38.4,0,0
2019-03-14,목,2836,2488,62,286,417,0,791,530,3,14,봄,0,0,밥,우거지해장국,갈치구이,밥,양송이스프,딸기드레싱샐러드,5.3,0.0,54.3,0,0
2019-03-15,금,2836,2358,174,304,4,0,630,466,3,15,봄,0,0,밥,열무된장국,등갈비김치찜,밥,달래된장국,레몬탕수육,5.1,0.0,65.4,0,1
