Date,Day,Total_Emp,Actual_Emp,Leave_Emp,Trip_Emp,OT_Approved,Remote_Emp,Lunch_Menu,Dinner_Menu,Lunch_Count,Dinner_Count,Holiday,Month,Date.1,Season,Lunch_Rice,Lunch_Soup,Lunch_Main_Dish,Lunch_Side_Dish_1,Lunch_Side_Dish_2,Lunch_Drink,Lunch_Kimchi,Lunch_side_Dish_3,Dinner_Rice,Dinner_Soup,Dinner_Main_Dish,Dinner_Side_Dish_1,Dinner_Side_Dish_2,Dinner_Side_Dish_3,Dinner_Drink,Dinner_Kimchi,Station,Avg_Temp,Max_Temp,Max_Temp_Time,Min_Temp,Min_Temp_Time,Temp_Range,Special_Day_Name,special_day
2018-02-19,월,2707,2281,255,171,604,0,쌀밥/잡곡밥 (쌀:국내산) 들깨미역국  훈제오리구이  두부양념조림  쌈무/부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  명태조림  계란말이  파래김*양념장  깍두기 (김치:국내산) ,0.8615649183147034,0.7259668508287294,2018,2,19,겨울,쌀밥/잡곡밥,들깨미역국,훈제오리구이,두부양념조림,쌈무/부추생채,,포기김치,,쌀밥/잡곡밥,콩비지찌개,명태조림,계란말이,,파래김*양념장,,깍두기,서울,0.3436213991769547,0.34791252485089463,15:26,0.3415132924335378,3:47,8.7,,0
2018-02-20,화,2707,2394,82,231,521,0,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  짬뽕불고기  늙은호박전  청경채사과무침  알타리김치 (김치:국내산) ,해물굴소스볶음밥 (쌀:국내산) 가쯔오장국  닭오븐구이  딸기드레싱샐러드  해초무침  포기김치 (김치:국내산) ,0.6956147893379192,0.6729281767955801,2018,2,20,겨울,쌀밥/잡곡밥,배추된장국,짬뽕불고기,늙은호박전,청경채사과무침,,알타리김치,,해물굴소스볶음밥,가쯔오장국,닭오븐구이,딸기드레싱샐러드,,해초무침,,포기김치,서울,0.3251028806584362,0.3220675944333996,14:45,0.3312883435582822,6:46,7.9,,0
2018-02-21,수,2707,2390,74,243,0,0,카레덮밥 (쌀:국내산) 맑은국  고구마치즈구이  파스타샐러드  오이무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 우거지해장국  고등어자반찜  궁중떡볶음  무쌈말이  포기김치 (김치:국내산) ,0.6801375752364573,0.5767955801104973,2018,2,21,겨울,카레덮밥,맑은국,고구마치즈구이,파스타샐러드,오이무침,,포기김치,,쌀밥/잡곡밥,우거지해장국,고등어자반찜,궁중떡볶음,,무쌈말이,,포기김치,서울,0.2880658436213992,0.30019880715705766,15:03,0.2883435582822086,8:14,8.9,,0
2018-02-22,목,2707,2348,82,277,400,0,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  마늘치킨  모둠묵*양념장  미역줄기볶음  포기김치 (김치:국내산) ,볶음밥(김밥재료) (쌀:국내산) 김치우동  오징어튀김  또띠아견과칩  바나나/오복지  포기김치 (김치:국내산) ,0.5950128976784179,0.6386740331491714,2018,2,22,겨울,쌀밥/잡곡밥,콩나물국,마늘치킨,모둠묵*양념장,미역줄기볶음,,포기김치,,볶음밥(김밥재료),김치우동,오징어튀김,또띠아견과칩,,바나나/오복지,,포기김치,서울,0.3333333333333333,0.32007952286282304,12:12,0.3006134969325153,7:25,9.3,,0
2018-02-23,금,2707,2242,161,304,69,0,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  등갈비김치찜  맛살냉채  쫑상추무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 대구매운탕  돈육장조림  부추호박전  무생채  포기김치 (김치:국내산) ,0.30524505588993983,0.5767955801104973,2018,2,23,겨울,쌀밥/잡곡밥,시금치된장국,등갈비김치찜,맛살냉채,쫑상추무침,,깍두기,,쌀밥/잡곡밥,대구매운탕,돈육장조림,부추호박전,,무생채,,포기김치,서울,0.39300411522633744,0.3836978131212724,14:31,0.3742331288343558,7:30,8.9,,0
2018-02-26,월,2707,2371,105,231,491,0,쌀밥/잡곡밥 (쌀:국내산) 황태국  소고기숙주볶음  새송이버섯전  치커리무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  닭매운찜  두부스테이크  아삭고추무침  알타리김치 (김치:국내산) ,0.7704213241616509,0.6464088397790055,2018,2,26,겨울,쌀밥/잡곡밥,황태국,소고기숙주볶음,새송이버섯전,치커리무침,,포기김치,,쌀밥/잡곡밥,쇠고기미역국,닭매운찜,두부스테이크,,아삭고추무침,,알타리김치,서울,0.37037037037037035,0.4194831013916501,15:16,0.3149284253578732,7:14,13.6,,0
2018-02-27,화,2707,2363,81,263,332,0,쌀밥/잡곡밥 (쌀:국내산) 아욱된장국  돼지갈비찜  마늘쫑볶음  곰피초장  포기김치 (김치:국내산) ,짜장잡채덮밥 (쌀:국내산) 계란국  연근/고구마튀김  씨리얼과일샐러드  쨔샤이무침/음료  포기김치 (김치:국내산) ,0.5485812553740326,0.48397790055248624,2018,2,27,겨울,쌀밥/잡곡밥,아욱된장국,돼지갈비찜,마늘쫑볶음,곰피초장,,포기김치,,짜장잡채덮밥,계란국,연근/고구마튀김,씨리얼과일샐러드,,쨔샤이무침/음료,,포기김치,서울,0.39300411522633744,0.3499005964214712,15:54,0.3926380368098159,4:50,6.3,,0
2018-02-28,수,2707,2295,134,278,0,0,곤드레밥*강된장 (쌀:국내산) 어묵국  치킨핑거*요거트소스  도토리묵무침  콩조림  배추겉절이 (김치:국내산) ,    *        ,0.42132416165090286,0.0,2018,2,28,겨울,곤드레밥*강된장,어묵국,치킨핑거*요거트소스,도토리묵무침,콩조림,,배추겉절이,,,,,,,,,,서울,0.4012345679012346,0.3677932405566601,12:30,0.4171779141104294,22:46,6.0,,0
2018-03-02,금,2714,1668,840,206,57,0,쌀밥/오곡밥 (쌀:국내산) 차돌박이된장찌개  조기구이  오징어숙회무침  보름나물/구이김  부럼/포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물김치국  돈육굴소스볶음  들깨버섯무침  오이도라지생채  깍두기 (김치:국내산) ,0.1822871883061049,0.38563535911602215,2018,3,2,봄,쌀밥/오곡밥,차돌박이된장찌개,조기구이,오징어숙회무침,보름나물/구이김,,부럼/포기김치,,쌀밥/잡곡밥,콩나물김치국,돈육굴소스볶음,들깨버섯무침,,오이도라지생채,,깍두기,서울,0.29218106995884774,0.32007952286282304,16:08,0.24335378323108384,6:25,12.1,,0
2018-03-05,월,2714,2411,92,211,593,0,쌀밥/잡곡밥 (쌀:국내산) 해물순두부찌개  소고기장조림  해파리냉채  청경채생채  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  돈육고추장볶음  단호박달걀찜  모듬쌈  포기김치 (김치:국내산) ,0.9105760963026654,0.7591160220994476,2018,3,5,봄,쌀밥/잡곡밥,해물순두부찌개,소고기장조림,해파리냉채,청경채생채,,알타리김치,,쌀밥/잡곡밥,콩나물국,돈육고추장볶음,단호박달걀찜,,모듬쌈,,포기김치,서울,0.41975308641975306,0.4393638170974155,16:22,0.40695296523517377,23:53,10.1,,0
2018-03-06,화,2714,2418,54,242,547,0,쌀밥/잡곡밥 (쌀:국내산) 근대된장국  닭강정  해물파전  단배추나물/치킨무  포기김치 (김치:국내산) ,김밥 (쌀:국내산) 잔치국수  해물떡볶이  김말이튀김  매실주스  포기김치 (김치:국내산) ,0.6225279449699055,0.7414364640883978,2018,3,6,봄,쌀밥/잡곡밥,근대된장국,닭강정,해물파전,단배추나물/치킨무,,포기김치,,김밥,잔치국수,해물떡볶이,김말이튀김,,매실주스,,포기김치,서울,0.39917695473251025,0.42942345924453285,15:46,0.3578732106339468,6:25,12.0,,0
2018-03-07,수,2714,2435,41,238,0,0,콩나물밥 (쌀:국내산) 가쯔오국  삼치구이  떡잡채  얼갈이나물  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  삼겹살구이  쫄면무침  봄동겉절이  포기김치 (김치:국내산) ,0.654342218400688,0.6629834254143647,2018,3,7,봄,콩나물밥,가쯔오국,삼치구이,떡잡채,얼갈이나물,,깍두기,,쌀밥/잡곡밥,된장찌개,삼겹살구이,쫄면무침,,봄동겉절이,,포기김치,서울,0.4382716049382716,0.4254473161033797,16:14,0.4253578732106339,6:50,8.5,,0
2018-03-08,목,2714,2408,38,268,406,0,쌀밥/잡곡밥 (쌀:국내산) 홍합탕  오리불고기  탕평채  간장깻잎지  포기김치 (김치:국내산) ,산채비빔밥 (쌀:국내산) 유부장국  수제고로케  꽃맛살샐러드  오복지무침  포기김치 (김치:국내산) ,0.582115219260533,0.6110497237569061,2018,3,8,봄,쌀밥/잡곡밥,홍합탕,오리불고기,탕평채,간장깻잎지,,포기김치,,산채비빔밥,유부장국,수제고로케,꽃맛살샐러드,,오복지무침,,포기김치,서울,0.4012345679012346,0.4055666003976143,15:58,0.43558282208588955,22:16,7.0,,0
2018-03-09,금,2714,2297,123,294,77,0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  주꾸미볶음  두부새싹구이  참나물무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 설렁탕  김치전  오징어젓무침  야채스틱/방울토마토  깍두기 (김치:국내산) ,0.36113499570077384,0.6408839779005525,2018,3,9,봄,쌀밥/잡곡밥,쇠고기샤브국,주꾸미볶음,두부새싹구이,참나물무침,,포기김치,,쌀밥/잡곡밥,설렁탕,김치전,오징어젓무침,,야채스틱/방울토마토,,깍두기,서울,0.39917695473251025,0.40357852882703776,16:00,0.4089979550102249,7:20,8.2,,0
2018-03-12,월,2714,2428,69,217,591,0,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  버섯불고기  시금치프리타타  부추생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치구이  비엔나볶음  치커리사과무침  포기김치 (김치:국내산) ,0.9157351676698193,0.732596685082873,2018,3,12,봄,쌀밥/잡곡밥,배추된장국,버섯불고기,시금치프리타타,부추생채,,포기김치,,쌀밥/잡곡밥,닭개장,갈치구이,비엔나볶음,,치커리사과무침,,포기김치,서울,0.4711934156378601,0.5208747514910537,14:55,0.4253578732106339,2:48,13.3,,0
2018-03-13,화,2714,2426,39,249,556,0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  미트볼케찹조림  우엉잡채  가지나물  포기김치 (김치:국내산) ,김치볶음밥 (쌀:국내산) 어묵우동  쇠고기퀘사디아  감자만두  단무지무침  깍두기 (김치:국내산) ,0.6027515047291487,0.7060773480662984,2018,3,13,봄,쌀밥/잡곡밥,쇠고기무국,미트볼케찹조림,우엉잡채,가지나물,,포기김치,,김치볶음밥,어묵우동,쇠고기퀘사디아,감자만두,,단무지무침,,깍두기,서울,0.5617283950617284,0.5864811133200796,14:23,0.4867075664621676,2:24,13.6,,0
2018-03-14,수,2714,2413,56,245,0,0,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  탕수어  두부*김치볶음  시래기지짐  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  유자청돈육볶음  옥수수전  무생채  포기김치 (김치:국내산) ,0.5606190885640585,0.512707182320442,2018,3,14,봄,쌀밥/잡곡밥,시금치된장국,탕수어,두부*김치볶음,시래기지짐,,깍두기,,쌀밥/잡곡밥,콩비지찌개,유자청돈육볶음,옥수수전,,무생채,,포기김치,서울,0.6563786008230452,0.6520874751491055,15:05,0.6584867075664621,0:01,8.5,,0
2018-03-15,목,2714,2397,47,270,359,0,쌀밥/잡곡밥 (쌀:국내산) 동태탕  닭데리야끼조림  어묵볶음  숙주나물  포기김치 (김치:국내산) ,작은밥 (쌀:국내산) 바지락수제비  사천식탕수육  카레감자채볶음  마늘쫑무침  포기김치 (김치:국내산) ,0.583834909716251,0.5403314917127072,2018,3,15,봄,쌀밥/잡곡밥,동태탕,닭데리야끼조림,어묵볶음,숙주나물,,포기김치,,작은밥,바지락수제비,사천식탕수육,카레감자채볶음,,마늘쫑무침,,포기김치,서울,0.5617283950617284,0.5427435387673957,2:47,0.5521472392638036,23:56,8.2,,0
2018-03-16,금,2714,2277,135,302,75,0,쌀밥/잡곡밥 (쌀:국내산) 얼갈이국  오징어볶음  동그랑땡전  세발나물  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  닭갈비  연두부*양념장  호박채나물  포기김치 (김치:국내산) ,0.353396388650043,0.538121546961326,2018,3,16,봄,쌀밥/잡곡밥,얼갈이국,오징어볶음,동그랑땡전,세발나물,,배추겉절이,,쌀밥/잡곡밥,콩나물국,닭갈비,연두부*양념장,,호박채나물,,포기김치,서울,0.45267489711934156,0.4552683896620278,15:20,0.4539877300613496,7:10,8.6,,0
2018-03-19,월,2714,2410,80,224,503,0,쌀밥/잡곡밥 (쌀:국내산) 어묵국  돈육간장볶음  골뱅이무침*소면  무나물  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  고등어구이  닭가슴살냉채  오이사과무침  포기김치 (김치:국내산) ,0.7420464316423043,0.6176795580110498,2018,3,19,봄,쌀밥/잡곡밥,어묵국,돈육간장볶음,골뱅이무침*소면,무나물,,포기김치,,쌀밥/잡곡밥,부대찌개,고등어구이,닭가슴살냉채,,오이사과무침,,포기김치,서울,0.4711934156378601,0.4194831013916501,11:17,0.5071574642126789,4:19,4.2,,0
2018-03-20,화,2714,2422,46,246,445,0,쌀밥/잡곡밥 (쌀:국내산) 된장찌개  해물누룽지탕  고기전  견과류조림  포기김치 (김치:국내산) ,오므라이스 (쌀:국내산) 가쯔오장국  모둠튀김*칠리소스  멕시칸샐러드  음료  알타리김치 (김치:국내산) ,0.6397248495270851,0.6309392265193371,2018,3,20,봄,쌀밥/잡곡밥,된장찌개,해물누룽지탕,고기전,견과류조림,,포기김치,,오므라이스,가쯔오장국,모둠튀김*칠리소스,멕시칸샐러드,,음료,,알타리김치,서울,0.40329218106995884,0.3936381709741551,11:58,0.41308793456032716,23:35,7.5,,0
2018-03-21,수,2714,2406,45,263,0,0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기미역국  닭볶음탕  도토리묵무침  양배추쌈*쌈장  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  돈육장조림  김치녹두전  쫑상추무침  포기김치 (김치:국내산) ,0.6844368013757525,0.532596685082873,2018,3,21,봄,쌀밥/잡곡밥,쇠고기미역국,닭볶음탕,도토리묵무침,양배추쌈*쌈장,,포기김치,,쌀밥/잡곡밥,연두부탕,돈육장조림,김치녹두전,,쫑상추무침,,포기김치,서울,0.3497942386831276,0.31809145129224653,11:20,0.40286298568507156,20:33,4.2,,0
2018-03-22,목,2714,2368,56,290,327,0,쌀밥/잡곡밥 (쌀:국내산) 우거지해장국  코다리강정  계란말이  청경채나물  깍두기 (김치:국내산) ,빠에야 (쌀:국내산) 쌀국수  웨지감자  옥수수샐러드  오렌지  포기김치 (김치:국내산) ,0.5184866723989683,0.543646408839779,2018,3,22,봄,쌀밥/잡곡밥,우거지해장국,코다리강정,계란말이,청경채나물,,깍두기,,빠에야,쌀국수,웨지감자,옥수수샐러드,,오렌지,,포기김치,서울,0.40740740740740744,0.4433399602385686,14:10,0.3926380368098159,6:37,11.0,,0
2018-03-23,금,2714,2233,174,307,51,0,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  수제돈까스  메추리알곤약조림  참나물생채  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 버섯매운국  새우까스*탈탈소스  마파두부  풋마늘대무침  포기김치 (김치:국내산) ,0.3981083404987102,0.5016574585635359,2018,3,23,봄,쌀밥/잡곡밥,열무된장국,수제돈까스,메추리알곤약조림,참나물생채,,포기김치,,쌀밥/잡곡밥,버섯매운국,새우까스*탈탈소스,마파두부,,풋마늘대무침,,포기김치,서울,0.43209876543209874,0.46123260437375746,14:07,0.4171779141104294,2:39,10.7,,0
2018-03-26,월,2714,2363,125,226,448,0,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개 (쇠고기:호주산) 닭갈비 (닭:국내산) 새송이버섯조림  치커리사과무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 황태국  소고기숙주볶음  가자미양념조림  머위대나물  포기김치 (김치:국내산) ,0.8426483233018056,0.6674033149171271,2018,3,26,봄,쌀밥/잡곡밥,차돌박이찌개,닭갈비,새송이버섯조림,치커리사과무침,,포기김치,,쌀밥/잡곡밥,황태국,소고기숙주볶음,가자미양념조림,,머위대나물,,포기김치,서울,0.5329218106995884,0.5725646123260437,14:53,0.48875255623721875,2:24,12.8,,0
2018-03-27,화,2714,2404,52,258,408,0,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  등갈비김치찜  부추전  흑임자연근샐러드  알타리김치 (김치:국내산) ,김밥 (쌀:국내산) 나가사끼짬뽕  후르츠탕수육(황도)  단무지  요플레  포기김치 (김치:국내산) ,0.6096302665520206,0.6618784530386741,2018,3,27,봄,쌀밥/잡곡밥,콩나물국,등갈비김치찜,부추전,흑임자연근샐러드,,알타리김치,,김밥,나가사끼짬뽕,후르츠탕수육(황도),단무지,,요플레,,포기김치,서울,0.5802469135802469,0.610337972166998,15:49,0.5378323108384457,4:11,12.3,,0
2018-03-28,수,2714,2417,45,252,0,0,단호박카레라이스 (쌀:국내산) 유부장국  유린기  볼어묵볶음  오복지  포기김치 (김치:국내산) ,      *      ,0.5417024935511607,0.0,2018,3,28,봄,단호박카레라이스,유부장국,유린기,볼어묵볶음,오복지,,포기김치,,,,,*,,,,,서울,0.5946502057613169,0.5904572564612326,14:19,0.5725971370143149,6:12,9.6,,0
2018-03-29,목,2714,2390,51,273,302,0,쌀밥/잡곡밥 (쌀:국내산) 얼큰소고기국  고추잡채*꽃빵  계란찜  숙주나물  포기김치 (김치:국내산) ,참치회덮밥 (쌀:국내산) 미소장국  봄나물튀김  해물볶음우동  바나나/락교  포기김치 (김치:국내산) ,0.5503009458297505,0.5779005524861879,2018,3,29,봄,쌀밥/잡곡밥,얼큰소고기국,고추잡채*꽃빵,계란찜,숙주나물,,포기김치,,참치회덮밥,미소장국,봄나물튀김,해물볶음우동,,바나나/락교,,포기김치,서울,0.6234567901234568,0.63220675944334,14:51,0.6216768916155418,23:58,9.3,,0
2018-03-30,금,2714,2222,196,296,43,0,쌀밥/잡곡밥 (쌀:국내산) 참치김치찌개  주꾸미볶음  미니함박조림  취나물무침  깍두기 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시래기국  돼지갈비찜  감자전  미역초무침  포기김치 (김치:국내산) ,0.2751504729148753,0.5149171270718232,2018,3,30,봄,쌀밥/잡곡밥,참치김치찌개,주꾸미볶음,미니함박조림,취나물무침,,깍두기,,쌀밥/잡곡밥,시래기국,돼지갈비찜,감자전,,미역초무침,,포기김치,서울,0.6111111111111112,0.6481113320079523,14:57,0.5807770961145193,3:47,12.1,,0
2018-04-02,월,2714,2407,83,224,481,0,쌀밥/잡곡밥 (쌀:국내산) 들깨버섯국  소고기낙지볶음  비엔나간장볶음  아삭고추무침  알타리김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 육개장 (닭고기:국내산) 꽁치오븐구이 (동태포:러시아산) 모둠버섯초무침  고구마순나물  포기김치 (김치:국내산) ,0.7876182287188305,0.6475138121546962,2018,4,2,봄,쌀밥/잡곡밥,들깨버섯국,소고기낙지볶음,비엔나간장볶음,아삭고추무침,,알타리김치,,쌀밥/잡곡밥,육개장,꽁치오븐구이,모둠버섯초무침,,고구마순나물,,포기김치,서울,0.6851851851851851,0.6838966202783301,14:59,0.6850715746421268,5:48,8.8,,0
2018-04-03,화,2714,2392,56,266,438,0,쌀밥/잡곡밥 (쌀:국내산) 동태매운탕  언양식불고기  잡채  쑥갓두부무침  포기김치 (김치:국내산) ,멸치주먹밥 (쌀:국내산) 잔치국수  훈제오리냉채  멕시칸샐러드  꼬들단무지  포기김치 (김치:국내산) ,0.4333619948409286,0.5370165745856355,2018,4,3,봄,쌀밥/잡곡밥,동태매운탕,언양식불고기,잡채,쑥갓두부무침,,포기김치,,멸치주먹밥,잔치국수,훈제오리냉채,멕시칸샐러드,,꼬들단무지,,포기김치,서울,0.6728395061728395,0.6341948310139165,14:09,0.6850715746421268,23:02,6.3,,0
2018-04-04,수,2714,2383,64,267,0,0,곤드레밥*강된장 (쌀:국내산) 가쯔오장국  닭오븐구이  오징어숙회무침  시저샐러드  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 시금치된장국  동파삼겹수육  실곤약흑임자무침  방풍나물  포기김치 (김치:국내산) ,0.5219260533104042,0.5734806629834255,2018,4,4,봄,곤드레밥*강된장,가쯔오장국,닭오븐구이,오징어숙회무침,시저샐러드,,포기김치,,쌀밥/잡곡밥,시금치된장국,동파삼겹수육,실곤약흑임자무침,,방풍나물,,포기김치,서울,0.5823045267489713,0.5745526838966203,14:30,0.574642126789366,23:56,8.7,,0
2018-04-05,목,2714,2360,69,285,378,0,쌀밥/잡곡밥 (쌀:국내산) 쑥된장국  류산슬  오꼬노미야끼계란말이  오이도라지생채  포기김치 (김치:국내산) ,볶음밥&짜장소스 (쌀:국내산) 꼬지어묵탕  케이준치킨샐러드  단무지무침   딸기와플  포기김치 (김치:국내산) ,0.4754944110060189,0.6287292817679558,2018,4,5,봄,쌀밥/잡곡밥,쑥된장국,류산슬,오꼬노미야끼계란말이,오이도라지생채,,포기김치,,볶음밥&짜장소스,꼬지어묵탕,케이준치킨샐러드,단무지무침,,,딸기와플,,서울,0.4629629629629629,0.40159045725646125,0:01,0.5173824130879345,7:51,2.8,,0
2018-04-06,금,2714,2199,220,295,49,0,쌀밥/잡곡밥 (쌀:국내산) 수제비국  양념치킨  연두부*달래장  진미채무침  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  동태포전  꽃맛살볶음  콩나물무침/음료  포기김치 (김치:국내산) ,0.38263112639724844,0.4353591160220995,2018,4,6,봄,쌀밥/잡곡밥,수제비국,양념치킨,연두부*달래장,진미채무침,,열무김치,,쌀밥/잡곡밥,쇠고기샤브국,동태포전,꽃맛살볶음,,콩나물무침/음료,,포기김치,서울,0.42592592592592593,0.3836978131212724,10:22,0.4417177914110429,24:00:00,5.6,,0
2018-04-09,월,2714,2375,118,221,523,0,쌀밥/잡곡밥 (쌀:국내산) 콩나물국  제육볶음  해파리냉채  모듬쌈  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 소고기매운국  굴비구이  셀프무쌈말이  마늘쫑무침  포기김치 (김치:국내산) ,0.8486672398968185,0.6497237569060774,2018,4,9,봄,쌀밥/잡곡밥,콩나물국,제육볶음,해파리냉채,모듬쌈,,포기김치,,쌀밥/잡곡밥,소고기매운국,굴비구이,셀프무쌈말이,,마늘쫑무침,,포기김치,서울,0.4691358024691358,0.5188866799204772,16:16,0.3824130879345603,5:55,15.3,,0
2018-04-10,화,2714,2392,66,256,420,0,쌀밥/잡곡밥 (쌀:국내산) 민물새우찌개  소고기장조림  홍어채무침  참나물땅콩무침  알타리김치 (김치:국내산) ,베이컨김치볶음밥 (쌀:국내산) 새우튀김우동  찹쌀순대볶음  부추만두  비트무생채  포기김치 (김치:국내산) ,0.4806534823731728,0.5767955801104973,2018,4,10,봄,쌀밥/잡곡밥,민물새우찌개,소고기장조림,홍어채무침,참나물땅콩무침,,알타리김치,,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,부추만두,,비트무생채,,포기김치,서울,0.6172839506172839,0.6481113320079523,12:45,0.5214723926380368,5:11,15.0,,0
2018-04-11,수,2714,2452,23,239,0,0,쌀밥/잡곡밥 (쌀:국내산) 아욱국  오징어볶음  새싹두부구이  해초무침  배추겉절이 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 꽃게탕  레몬탕수육  어묵꽈리고추볶음  양념깻잎지  포기김치 (김치:국내산) ,0.4368013757523646,0.5966850828729282,2018,4,11,봄,쌀밥/잡곡밥,아욱국,오징어볶음,새싹두부구이,해초무침,,배추겉절이,,쌀밥/잡곡밥,꽃게탕,레몬탕수육,어묵꽈리고추볶음,,양념깻잎지,,포기김치,서울,0.5658436213991769,0.5566600397614314,15:26,0.5582822085889569,6:48,8.6,,0
2018-04-12,목,2714,2406,40,268,384,0,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  코다리양념조림  모듬소시지구이  청경채사과무침  포기김치 (김치:국내산) ,후난식볶음밥 (쌀:국내산) 도토리묵냉국  닭강정  고구마치즈구이  오이무침/음료  포기김치 (김치:국내산) ,0.42992261392949266,0.5911602209944752,2018,4,12,봄,쌀밥/잡곡밥,순두부찌개,코다리양념조림,모듬소시지구이,청경채사과무침,,포기김치,,후난식볶음밥,도토리묵냉국,닭강정,고구마치즈구이,,오이무침/음료,,포기김치,서울,0.5802469135802469,0.6023856858846919,15:35,0.5194274028629856,5:39,12.8,,0
2018-04-13,금,2714,2258,164,292,45,0,쌀밥/잡곡밥 (쌀:국내산) 근대국  안동찜닭  해물김치전  부추생채  열무김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 어묵국  버섯불고기  황태양념구이  치커리유자청무침  포기김치 (김치:국내산) ,0.3061049011177988,0.4906077348066299,2018,4,13,봄,쌀밥/잡곡밥,근대국,안동찜닭,해물김치전,부추생채,,열무김치,,쌀밥/잡곡밥,어묵국,버섯불고기,황태양념구이,,치커리유자청무침,,포기김치,서울,0.6069958847736625,0.5964214711729623,12:30,0.5501022494887525,5:56,11.0,,0
2018-04-16,월,2714,2396,84,234,484,0,쌀밥/잡곡밥 (쌀:국내산) 배추된장국  짬뽕불고기  버섯잡채  청포묵무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  유린기  연근땅콩조림  시금치초무침  포기김치 (김치:국내산) ,0.7730008598452278,0.6618784530386741,2018,4,16,봄,쌀밥/잡곡밥,배추된장국,짬뽕불고기,버섯잡채,청포묵무침,,포기김치,,쌀밥/잡곡밥,차돌박이찌개,유린기,연근땅콩조림,,시금치초무침,,포기김치,서울,0.5452674897119342,0.5864811133200796,15:43,0.4805725971370143,6:23,13.9,,0
2018-04-17,화,2714,2414,39,261,413,0,쌀밥/잡곡밥 (쌀:국내산) 무채국  훈제오리구이  두부조림  양파절임/쌈무  배추겉절이 (김치:국내산) ,충무김밥 (쌀:국내산) 김치말이국수  오징어무침  미트볼조림  과일샐러드  석박지 (김치:국내산) ,0.5193465176268273,0.5933701657458564,2018,4,17,봄,쌀밥/잡곡밥,무채국,훈제오리구이,두부조림,양파절임/쌈무,,배추겉절이,,충무김밥,김치말이국수,오징어무침,미트볼조림,,과일샐러드,,석박지,서울,0.5720164609053497,0.6123260437375746,14:24,0.5194274028629856,6:12,13.3,,0
2018-04-18,수,2714,2397,49,268,0,0,콩나물밥 (쌀:국내산) 열무된장국  치킨핑거  궁중떡볶음  오이미역무침  포기김치 (김치:국내산) ,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  쇠고기야채볶음  삼치구이  참나물생채  포기김치 (김치:국내산) ,0.5382631126397248,0.5038674033149172,2018,4,18,봄,콩나물밥,열무된장국,치킨핑거,궁중떡볶음,오이미역무침,,포기김치,,쌀밥/잡곡밥,콩비지찌개,쇠고기야채볶음,삼치구이,,참나물생채,,포기김치,서울,0.5617283950617284,0.5964214711729623,14:41,0.5071574642126789,5:40,13.1,,0
